province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date
Hue,21,19,10,ESE,8.4,95,96,1018,2011-01-23
Hue,20,18,11,WNW,19.3,95,89,1015,2012-01-23
Hue,25,20,7,E,0.3,83,37,1016,2013-01-23
Hue,19,12,6,SSE,0.6,79,67,1020,2014-01-23
Hue,24,16,10,SE,0.0,77,5,1017,2015-01-23
Hue,22,18,15,NNW,7.8,92,99,1020,2016-01-23
Hue,21,19,9,NE,10.9,91,99,1020,2017-01-23
Hue,25,22,11,E,3.3,89,83,1012,2018-01-23
Hue,22,19,6,S,7.9,88,83,1019,2019-01-23
Hue,28,19,8,SE,0.0,82,11,1014,2020-01-23
Hue,24,20,6,SW,0.6,91,65,1013,2021-01-23
Hue,25,17,7,SSE,0.0,85,16,1015,2009-01-21
Hue,26,21,6,SSE,14.8,94,60,1014,2010-01-21
Hue,19,17,13,NNW,4.6,94,93,1016,2011-01-21
Hue,27,21,9,ESE,9.1,90,39,1011,2012-01-21
Hue,26,20,8,ESE,0.6,84,42,1017,2013-01-21
Hue,19,15,15,NNW,0.3,71,66,1022,2014-01-21
Hue,22,15,7,WNW,0.6,84,49,1020,2015-01-21
Hue,27,22,5,SSE,0.6,89,62,1015,2016-01-21
Hue,22,20,13,ENE,16.7,92,89,1020,2017-01-21
Hue,25,22,11,E,3.5,90,75,1012,2018-01-21
Hue,24,21,7,SE,17.9,88,80,1018,2019-01-21
Hue,26,18,12,ESE,0.3,81,44,1018,2020-01-21
Hue,23,18,6,WNW,0.6,91,80,1013,2021-01-21
Hue,19,18,6,SSE,14.3,95,99,1017,2009-01-25
Hue,24,20,6,ESE,3.8,92,70,1018,2010-01-25
Hue,21,18,9,NE,13.1,93,91,1019,2011-01-25
Hue,20,17,12,NNW,3.3,92,87,1016,2012-01-25
Hue,24,19,9,ESE,4.4,87,58,1016,2013-01-25
Hue,24,17,7,ESE,0.1,82,15,1014,2014-01-25
Hue,28,18,10,SE,0.0,78,1,1016,2015-01-25
Hue,15,14,15,WSW,10.9,90,100,1026,2016-01-25
Hue,22,19,13,ESE,63.2,94,97,1020,2017-01-25
Hue,27,22,13,ESE,0.6,86,46,1010,2018-01-25
Hue,25,17,8,ESE,0.1,77,23,1018,2019-01-25
Hue,27,20,9,ESE,0.0,82,9,1012,2020-01-25
Hue,26,19,9,ESE,0.0,86,15,1014,2021-01-25
Hue,24,17,7,SSE,1.6,89,59,1016,2009-01-26
Hue,22,21,12,E,12.2,94,79,1018,2010-01-26
Hue,21,18,10,E,7.6,91,91,1019,2011-01-26
Hue,23,17,5,SSE,2.3,89,68,1015,2012-01-26
Hue,26,20,10,ESE,0.1,81,21,1015,2013-01-26
Hue,22,16,5,S,0.7,85,55,1017,2014-01-26
Hue,26,19,8,SE,0.0,81,1,1016,2015-01-26
Hue,17,14,9,WNW,2.8,91,100,1022,2016-01-26
Hue,22,19,12,E,20.6,89,60,1020,2017-01-26
Hue,26,22,13,E,2.1,88,54,1012,2018-01-26
Hue,24,20,10,ENE,5.2,81,49,1020,2019-01-26
Hue,25,20,9,W,11.2,90,67,1012,2020-01-26
Hue,25,19,7,ESE,0.2,85,39,1015,2021-01-26
Hue,25,17,8,SSE,0.1,86,39,1015,2009-01-29
Hue,28,22,9,ESE,0.2,85,27,1016,2010-01-29
Hue,18,17,10,ESE,25.1,94,98,1020,2011-01-29
Hue,22,20,7,ENE,2.6,92,84,1015,2012-01-29
Hue,25,20,11,ESE,2.0,84,54,1017,2013-01-29
Hue,23,18,9,ESE,1.2,83,33,1017,2014-01-29
Hue,26,18,11,ESE,0.0,82,1,1015,2015-01-29
Hue,24,19,7,NNW,0.6,92,81,1015,2016-01-29
Hue,26,18,6,SE,0.0,82,4,1015,2017-01-29
Hue,23,19,13,SSE,17.4,93,96,1015,2018-01-29
Hue,25,19,11,ESE,2.2,85,56,1017,2019-01-29
Hue,21,20,9,ENE,37.5,95,100,1017,2020-01-29
Hue,22,18,11,ESE,4.0,86,66,1018,2021-01-29
Hue,21,17,9,NNW,1.0,88,65,1015,2009-01-30
Hue,28,21,10,SE,0.2,83,17,1015,2010-01-30
Hue,19,16,11,NE,10.5,92,97,1020,2011-01-30
Hue,22,19,9,ENE,6.9,93,91,1016,2012-01-30
Hue,26,19,12,ESE,0.6,81,34,1017,2013-01-30
Hue,23,15,6,E,0.0,81,19,1018,2014-01-30
Hue,25,18,10,ESE,0.0,82,6,1018,2015-01-30
Hue,25,21,6,WNW,4.3,94,94,1016,2016-01-30
Hue,24,17,5,SW,1.4,84,25,1016,2017-01-30
Hue,20,19,8,W,1.4,88,96,1016,2018-01-30
Hue,26,21,15,ESE,2.1,82,52,1017,2019-01-30
Hue,20,18,8,WSW,14.4,90,98,1018,2020-01-30
