province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date
Ca Mau,30,24,17,E,0.3,73,38,1012,2015-01-28
Ca Mau,31,25,22,E,0.0,73,35,1012,2016-01-28
Ca Mau,31,24,12,ENE,0.0,63,29,1012,2017-01-28
Ca Mau,31,25,13,ESE,7.4,78,31,1009,2018-01-28
Ca Mau,32,24,11,E,0.0,68,38,1013,2019-01-28
Ca Mau,32,22,10,ESE,0.0,73,21,1011,2020-01-28
Ca Mau,31,24,16,E,0.0,71,43,1011,2021-01-28
Ca Mau,32,24,10,E,0.0,67,10,1011,2009-01-29
Ca Mau,33,25,21,E,0.0,67,26,1012,2010-01-29
Ca Mau,32,24,25,ENE,0.0,65,39,1011,2011-01-29
Ca Mau,29,24,25,ENE,6.5,80,49,1009,2012-01-29
Ca Mau,31,24,24,E,0.0,69,15,1013,2013-01-29
Ca Mau,30,22,19,E,0.1,67,14,1013,2014-01-29
Ca Mau,32,22,18,E,0.0,67,5,1012,2015-01-29
Ca Mau,33,26,17,E,0.3,72,38,1012,2016-01-29
Ca Mau,31,24,6,ESE,0.3,72,43,1012,2017-01-29
Ca Mau,32,25,10,ESE,13.5,79,31,1010,2018-01-29
Ca Mau,32,24,16,E,0.3,69,30,1013,2019-01-29
Ca Mau,32,22,11,E,0.0,73,16,1012,2020-01-29
Ca Mau,31,24,14,E,0.2,65,39,1011,2021-01-29
Ca Mau,32,24,9,ESE,0.0,67,12,1010,2009-01-30
Ca Mau,32,26,22,E,0.0,64,30,1012,2010-01-30
Ca Mau,31,24,23,ENE,0.1,65,30,1011,2011-01-30
Ca Mau,31,25,30,E,0.9,76,37,1009,2012-01-30
Ca Mau,32,24,25,E,0.0,70,10,1013,2013-01-30
Ca Mau,29,22,18,E,0.0,67,19,1013,2014-01-30
Ca Mau,31,23,23,E,0.0,68,6,1013,2015-01-30
Ca Mau,32,26,23,E,0.3,73,38,1012,2016-01-30
Ca Mau,31,24,11,E,2.3,73,43,1011,2017-01-30
Ca Mau,32,25,11,ESE,2.4,77,36,1011,2018-01-30
Ca Mau,33,25,18,E,0.0,65,14,1013,2019-01-30
Ca Mau,30,24,16,E,0.5,71,69,1012,2020-01-30
Ca Mau,31,23,13,E,0.0,65,8,1012,2021-01-30
Ca Mau,30,24,16,E,0.2,70,29,1012,2009-01-26
Ca Mau,29,26,26,E,0.3,72,41,1012,2010-01-26
Ca Mau,32,24,26,ENE,1.1,70,39,1011,2011-01-26
Ca Mau,30,24,20,E,0.3,73,13,1010,2012-01-26
Ca Mau,31,24,22,E,0.0,69,10,1012,2013-01-26
Ca Mau,29,21,16,E,0.0,70,5,1013,2014-01-26
Ca Mau,32,24,13,E,0.0,65,5,1013,2015-01-26
Ca Mau,29,25,28,ENE,0.4,64,55,1014,2016-01-26
Ca Mau,31,25,28,ENE,1.0,68,26,1013,2017-01-26
Ca Mau,32,24,14,E,0.2,74,23,1008,2018-01-26
Ca Mau,31,24,10,E,0.2,68,6,1014,2019-01-26
Ca Mau,34,22,7,ESE,0.0,74,29,1010,2020-01-26
Ca Mau,30,23,12,ESE,0.4,76,70,1010,2021-01-26
Ca Mau,31,23,12,E,0.0,68,11,1011,2009-01-21
Ca Mau,31,24,14,SE,1.2,76,23,1012,2010-01-21
Ca Mau,30,24,7,S,0.7,70,58,1009,2011-01-21
Ca Mau,30,24,15,ESE,0.1,79,26,1009,2012-01-21
Ca Mau,32,25,23,E,2.3,71,25,1012,2013-01-21
Ca Mau,29,21,7,ESE,0.0,65,32,1014,2014-01-21
Ca Mau,30,23,13,E,0.0,68,11,1016,2015-01-21
Ca Mau,33,26,21,E,0.2,70,29,1012,2016-01-21
Ca Mau,30,25,25,ENE,2.7,72,39,1013,2017-01-21
Ca Mau,32,24,12,E,4.6,76,40,1008,2018-01-21
Ca Mau,30,25,9,E,2.2,74,30,1012,2019-01-21
Ca Mau,34,24,18,E,0.0,67,26,1013,2020-01-21
Ca Mau,31,24,4,SSW,0.2,66,53,1010,2021-01-21
Ca Mau,31,24,19,E,0.0,66,5,1012,2009-02-01
Ca Mau,32,25,16,E,0.0,71,27,1012,2010-02-01
Ca Mau,32,23,19,ENE,0.2,68,22,1011,2011-02-01
Ca Mau,31,25,27,E,0.1,72,34,1010,2012-02-01
Ca Mau,32,24,19,E,0.0,69,12,1013,2013-02-01
Ca Mau,30,22,9,SE,0.0,72,16,1012,2014-02-01
Ca Mau,30,23,23,E,0.0,62,7,1014,2015-02-01
Ca Mau,33,25,18,E,0.4,69,35,1011,2016-02-01
Ca Mau,33,25,8,ESE,0.0,66,44,1011,2017-02-01
Ca Mau,32,25,20,E,0.0,69,24,1011,2018-02-01
Ca Mau,32,25,18,E,0.1,68,50,1013,2019-02-01
Ca Mau,30,23,21,E,0.0,67,32,1012,2020-02-01
Ca Mau,32,24,12,E,0.0,68,40,1012,2021-02-01
Ca Mau,29,25,8,E,0.4,72,22,1011,2009-02-04
Ca Mau,32,25,16,E,0.0,67,8,1012,2010-02-04
Ca Mau,31,23,15,E,0.2,71,30,1011,2011-02-04
Ca Mau,32,24,22,E,0.2,71,12,1011,2012-02-04
Ca Mau,33,25,27,E,0.1,72,10,1012,2013-02-04
Ca Mau,31,24,12,SE,0.0,67,7,1008,2014-02-04
Ca Mau,31,24,22,E,0.4,66,39,1014,2015-02-04
Ca Mau,34,26,25,E,0.0,62,28,1011,2016-02-04
Ca Mau,31,25,14,E,3.9,75,32,1010,2017-02-04
Ca Mau,31,24,18,E,0.0,66,6,1013,2018-02-04
Ca Mau,31,25,14,E,0.3,72,41,1013,2019-02-04
Ca Mau,31,23,16,E,0.0,70,41,1012,2020-02-04
Ca Mau,32,24,12,E,0.0,64,25,1012,2021-02-04
Ca Mau,32,24,14,E,0.0,66,3,1011,2009-01-31
Ca Mau,32,25,18,E,0.0,66,8,1013,2010-01-31
Ca Mau,31,24,21,ENE,0.1,68,33,1011,2011-01-31
Ca Mau,31,25,30,E,4.0,74,31,1010,2012-01-31
Ca Mau,32,25,25,E,0.0,69,8,1013,2013-01-31
Ca Mau,29,22,15,E,0.0,67,12,1013,2014-01-31
