province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date
Play Cu,31,15,10,ENE,0.0,57,2,1015,2015-01-27
Play Cu,28,15,17,ENE,0.2,75,30,1017,2016-01-27
Play Cu,24,13,15,ENE,0.0,77,11,1017,2017-01-27
Play Cu,28,17,8,ENE,7.6,82,42,1011,2018-01-27
Play Cu,28,14,11,ENE,0.0,71,19,1018,2019-01-27
Play Cu,28,16,7,ESE,0.5,77,78,1012,2020-01-27
Play Cu,29,15,11,ENE,0.0,72,19,1013,2021-01-27
Play Cu,26,15,13,ENE,0.0,77,27,1015,2009-01-26
Play Cu,25,17,19,ENE,0.0,75,16,1017,2010-01-26
Play Cu,26,15,18,NE,0.0,77,35,1016,2011-01-26
Play Cu,25,15,13,ENE,0.0,85,53,1014,2012-01-26
Play Cu,28,15,12,ENE,0.0,77,40,1015,2013-01-26
Play Cu,26,14,12,ENE,0.0,75,28,1015,2014-01-26
Play Cu,32,15,8,E,0.0,60,4,1016,2015-01-26
Play Cu,25,14,23,ENE,0.0,73,15,1019,2016-01-26
Play Cu,24,16,21,ENE,0.0,76,29,1018,2017-01-26
Play Cu,31,17,10,ENE,0.0,73,24,1011,2018-01-26
Play Cu,29,14,13,ENE,0.0,71,13,1018,2019-01-26
Play Cu,30,17,6,S,0.1,73,45,1011,2020-01-26
Play Cu,29,15,12,ENE,0.0,63,12,1013,2021-01-26
Play Cu,30,15,13,ENE,0.0,73,13,1014,2009-01-29
Play Cu,29,17,13,E,0.0,75,32,1015,2010-01-29
Play Cu,24,15,17,NE,0.0,79,29,1017,2011-01-29
Play Cu,27,16,15,ENE,0.4,82,51,1013,2012-01-29
Play Cu,27,15,14,ENE,0.0,79,43,1016,2013-01-29
Play Cu,24,13,13,ENE,0.0,80,51,1016,2014-01-29
Play Cu,30,15,11,ENE,0.0,67,7,1015,2015-01-29
Play Cu,32,19,8,E,4.3,78,32,1014,2016-01-29
Play Cu,29,14,7,E,0.0,73,20,1014,2017-01-29
Play Cu,30,18,9,ENE,0.5,76,43,1013,2018-01-29
Play Cu,27,15,11,ENE,0.0,78,41,1016,2019-01-29
Play Cu,29,16,8,ENE,1.0,74,73,1014,2020-01-29
Play Cu,26,14,15,NE,0.0,66,5,1016,2021-01-29
Play Cu,29,15,16,ENE,0.0,75,13,1014,2009-01-30
Play Cu,29,17,14,E,0.0,72,16,1015,2010-01-30
Play Cu,24,13,18,NE,0.0,79,34,1017,2011-01-30
Play Cu,27,17,15,ENE,0.4,82,47,1014,2012-01-30
